t_ms,ax_g,ay_g,az_g,label
8594,-0.304512,-0.029707,0.919392,CW
8611,-0.304695,0.00244,0.902556,CW
8629,-0.361181,0.053436,0.868457,CW
8646,-0.441152,0.121329,0.840885,CW
8663,-0.495381,0.19398,0.807823,CW
8681,-0.422059,0.250405,0.854732,CW
8698,-0.204289,0.26474,0.937448,CW
8716,0.00976,0.276696,1.020164,CW
8733,0.163907,0.282308,1.095621,CW
8750,0.254187,0.299327,1.115751,CW
8768,0.306952,0.279929,1.09556,CW
8785,0.366976,0.248575,1.013088,CW
8802,0.479277,0.16592,0.950624,CW
8819,0.61854,0.074176,0.969412,CW
8839,0.687836,-0.021167,0.976976,CW
8856,0.711016,-0.114192,0.99552,CW
8874,0.701256,-0.202947,1.016016,CW
8891,0.639585,-0.255895,1.000644,CW
8908,0.522648,-0.269315,0.992836,CW
8926,0.38186,-0.262544,1.025471,CW
8943,0.204472,-0.216184,1.112823,CW
8961,-0.034892,-0.147803,1.165771,CW
8978,-0.280905,-0.078995,1.120448,CW
8996,-0.43188,-0.049288,1.020408,CW
9013,-0.424255,-0.054168,0.932568,CW
9031,-0.321897,-0.060756,0.963312,CW
9048,-0.319335,-0.012993,1.045784,CW
9066,-0.409676,0.037332,1.00284,CW
9083,-0.509228,0.092964,0.913109,CW
9101,-0.557723,0.147864,0.827221,CW
9118,-0.481412,0.165981,0.77104,CW
9135,-0.319335,0.209596,0.79666,CW
9153,-0.104005,0.244976,0.930616,CW
9170,0.038552,0.311588,1.054507,CW
9187,0.135725,0.335683,1.085556,CW
9205,0.244671,0.325252,1.07604,CW
9222,0.342576,0.308172,1.063169,CW
9239,0.401441,0.29036,1.020469,CW
9257,0.417911,0.236253,0.962336,CW
9274,0.452071,0.193736,0.956907,CW
9293,0.521428,0.095404,0.995703,CW
9311,0.557357,-0.024461,0.980453,CW
9328,0.57218,-0.132736,0.97722,CW
9346,0.586149,-0.260592,0.965264,CW
9363,0.493124,-0.312808,0.992897,CW
9380,0.329156,-0.335561,1.077565,CW
9398,0.145485,-0.310673,1.131428,CW
9415,-0.019581,-0.271328,1.077748,CW
9433,-0.149755,-0.213317,1.086044,CW
9450,-0.276696,-0.151524,1.158024,CW
9468,-0.367952,-0.107604,1.136796,CW
9485,-0.379359,-0.091561,0.999668,CW
9503,-0.324032,-0.094123,0.879437,CW
9520,-0.235887,-0.067588,0.855708,CW
9538,-0.196969,-0.017019,0.852536,CW
9555,-0.205936,0.041236,0.832284,CW
9573,-0.199348,0.094977,0.782447,CW
9590,-0.173667,0.154452,0.775188,CW
9607,-0.14274,0.212768,0.839299,CW
9625,-0.095648,0.290848,0.917684,CW
9642,-0.025071,0.339831,0.954955,CW
9660,0.02684,0.380213,0.975512,CW
9677,0.129259,0.393023,1.040965,CW
9694,0.274439,0.360388,1.148264,CW
9711,0.3416,0.356911,1.129537,CW
9729,0.362279,0.297009,1.09312,CW
9746,0.415471,0.224175,1.045235,CW
9763,0.469761,0.125599,1.081469,CW
9783,0.511424,0.015372,1.100928,CW
9800,0.545889,-0.120231,1.087752,CW
9818,0.519964,-0.219051,1.051152,CW
9835,0.42212,-0.276452,1.034255,CW
9852,0.293471,-0.308721,1.044747,CW
9870,0.195688,-0.331169,1.063657,CW
9887,0.109373,-0.33794,1.044564,CW
9905,-0.020984,-0.302865,1.040599,CW
9922,-0.207156,-0.236192,1.025532,CW
9940,-0.357765,-0.178913,0.970876,CW
9957,-0.401136,-0.124989,0.935496,CW
9975,-0.3782,-0.088572,0.940864,CW
9992,-0.340868,-0.037393,0.943792,CW
10010,-0.308904,0.016165,0.92354,CW
10027,-0.304085,0.072468,0.869677,CW
10045,-0.313235,0.157136,0.853512,CW
10062,-0.318603,0.250588,0.853085,CW
10080,-0.226676,0.321348,0.912743,CW
10097,-0.059719,0.362157,1.022604,CW
10115,0.09882,0.380945,1.066951,CW
10132,0.220576,0.366915,1.049993,CW
10149,0.295728,0.381372,1.037244,CW
10167,0.351116,0.363316,1.049505,CW
10184,0.406443,0.337147,1.013515,CW
10202,0.485011,0.250832,0.939644,CW
10219,0.568337,0.130235,0.888587,CW
10236,0.612196,0.026413,0.833504,CW
10254,0.624884,-0.095953,0.846192,CW
10271,0.61732,-0.166408,0.883463,CW
10289,0.56852,-0.21716,0.924577,CW
10306,0.455792,-0.247111,0.983869,CW
10324,0.316651,-0.266875,1.028887,CW
10341,0.166469,-0.267241,1.047492,CW
10359,-0.000488,-0.244244,1.098427,CW
10376,-0.228323,-0.186233,1.135881,CW
10394,-0.412848,-0.137311,1.125755,CW
10412,-0.505324,-0.091012,1.071892,CW
10429,-0.495747,-0.072956,1.08336,CW
10447,-0.453596,-0.041724,1.103063,CW
10464,-0.428281,0.005307,1.094096,CW
10482,-0.388692,0.049471,1.046577,CW
